workerid,gender,lexeme,subject_information.age,neutral_binary,gender_total,party_numeric,party_cat,freq_neutral,freq_male,freq_female,log_rel_freq
2857,female,police officer,23,1,35.05,2,Republican,540418,106944,7577,1.551584701900588
2857,male,flight attendant,23,0,35.05,2,Republican,42113,47553,4895,-0.21946572093989578
2857,female,foreperson,23,0,35.05,2,Republican,1768,38553,775,-3.1020877691681727
2857,male,layperson,23,0,35.05,2,Republican,3829,15822,219,-1.4325442721395467
2857,male,businessperson,23,0,35.05,2,Republican,6653,326423,42745,-4.016183944223057
2857,female,craftsperson,23,0,35.05,2,Republican,961,16604,355,-2.870579536373108
2857,male,stunt double,23,1,35.05,2,Republican,4895,7809,1214,-0.6115625970298899
2857,female,meteorologist,23,1,35.05,2,Republican,86259,9614,67,2.187189196555766
2857,male,congressperson,23,0,35.05,2,Republican,1150,134553,48088,-5.067760535083254
2857,male,firefighter,23,0,35.05,2,Republican,100643,15598,75,1.8596401150568989
2853,female,foreperson,21,0,38.5,2,Republican,1768,38553,775,-3.1020877691681727
2853,female,flight attendant,21,0,38.5,2,Republican,42113,47553,4895,-0.21946572093989578
2853,female,anchor,21,0,38.5,2,Republican,26764,5817,517,1.4411257528041224
2853,male,stunt double,21,0,38.5,2,Republican,4895,7809,1214,-0.6115625970298899
2853,male,meteorologist,21,0,38.5,2,Republican,86259,9614,67,2.187189196555766
2853,male,layperson,21,0,38.5,2,Republican,3829,15822,219,-1.4325442721395467
2853,male,congressperson,21,0,38.5,2,Republican,1150,134553,48088,-5.067760535083254
2853,male,crewmember,21,0,38.5,2,Republican,2262,3593,5,-0.46412875783441265
2853,male,police officer,21,0,38.5,2,Republican,540418,106944,7577,1.551584701900588
2853,female,businessperson,21,0,38.5,2,Republican,6653,326423,42745,-4.016183944223057
2853,female,salesperson,21,0,38.5,2,Republican,14830,45858,2553,-1.1830749044774842
2853,male,firefighter,21,0,38.5,2,Republican,100643,15598,75,1.8596401150568989
2853,female,craftsperson,21,0,38.5,2,Republican,961,16604,355,-2.870579536373108
2853,female,camera operator,21,0,38.5,2,Republican,4258,23906,478,-1.745127613032948
2828,female,camera operator,34,1,22.8125,1,Republican,4258,23906,478,-1.745127613032948
2828,male,police officer,34,1,22.8125,1,Republican,540418,106944,7577,1.551584701900588
2828,male,firefighter,34,1,22.8125,1,Republican,100643,15598,75,1.8596401150568989
2828,female,businessperson,34,0,22.8125,1,Republican,6653,326423,42745,-4.016183944223057
2828,female,layperson,34,0,22.8125,1,Republican,3829,15822,219,-1.4325442721395467
2828,female,salesperson,34,1,22.8125,1,Republican,14830,45858,2553,-1.1830749044774842
2828,female,anchor,34,0,22.8125,1,Republican,26764,5817,517,1.4411257528041224
2828,male,flight attendant,34,0,22.8125,1,Republican,42113,47553,4895,-0.21946572093989578
2828,male,craftsperson,34,0,22.8125,1,Republican,961,16604,355,-2.870579536373108
2828,female,meteorologist,34,1,22.8125,1,Republican,86259,9614,67,2.187189196555766
2828,male,foreperson,34,0,22.8125,1,Republican,1768,38553,775,-3.1020877691681727
2828,male,congressperson,34,0,22.8125,1,Republican,1150,134553,48088,-5.067760535083254
2828,male,crewmember,34,0,22.8125,1,Republican,2262,3593,5,-0.46412875783441265
2828,male,stunt double,34,0,22.8125,1,Republican,4895,7809,1214,-0.6115625970298899
2843,male,congressperson,23,0,24.9375,2,Republican,1150,134553,48088,-5.067760535083254
2843,male,salesperson,23,0,24.9375,2,Republican,14830,45858,2553,-1.1830749044774842
2843,female,craftsperson,23,0,24.9375,2,Republican,961,16604,355,-2.870579536373108
2843,male,camera operator,23,0,24.9375,2,Republican,4258,23906,478,-1.745127613032948
2843,male,meteorologist,23,1,24.9375,2,Republican,86259,9614,67,2.187189196555766
2843,female,flight attendant,23,0,24.9375,2,Republican,42113,47553,4895,-0.21946572093989578
2843,female,businessperson,23,0,24.9375,2,Republican,6653,326423,42745,-4.016183944223057
2843,female,layperson,23,0,24.9375,2,Republican,3829,15822,219,-1.4325442721395467
2843,female,stunt double,23,1,24.9375,2,Republican,4895,7809,1214,-0.6115625970298899
2843,male,police officer,23,1,24.9375,2,Republican,540418,106944,7577,1.551584701900588
2843,female,crewmember,23,1,24.9375,2,Republican,2262,3593,5,-0.46412875783441265
2843,female,firefighter,23,1,24.9375,2,Republican,100643,15598,75,1.8596401150568989
2843,male,anchor,23,1,24.9375,2,Republican,26764,5817,517,1.4411257528041224
2843,female,foreperson,23,1,24.9375,2,Republican,1768,38553,775,-3.1020877691681727
2848,male,firefighter,35,1,35.7875,2,Republican,100643,15598,75,1.8596401150568989
2848,male,foreperson,35,0,35.7875,2,Republican,1768,38553,775,-3.1020877691681727
2848,male,anchor,35,0,35.7875,2,Republican,26764,5817,517,1.4411257528041224
2848,male,salesperson,35,0,35.7875,2,Republican,14830,45858,2553,-1.1830749044774842
2848,female,layperson,35,1,35.7875,2,Republican,3829,15822,219,-1.4325442721395467
2848,male,flight attendant,35,1,35.7875,2,Republican,42113,47553,4895,-0.21946572093989578
2848,female,stunt double,35,0,35.7875,2,Republican,4895,7809,1214,-0.6115625970298899
2848,female,police officer,35,1,35.7875,2,Republican,540418,106944,7577,1.551584701900588
2848,female,craftsperson,35,0,35.7875,2,Republican,961,16604,355,-2.870579536373108
2848,male,crewmember,35,0,35.7875,2,Republican,2262,3593,5,-0.46412875783441265
2848,male,camera operator,35,1,35.7875,2,Republican,4258,23906,478,-1.745127613032948
2848,female,congressperson,35,0,35.7875,2,Republican,1150,134553,48088,-5.067760535083254
2848,male,businessperson,35,0,35.7875,2,Republican,6653,326423,42745,-4.016183944223057
2848,female,meteorologist,35,0,35.7875,2,Republican,86259,9614,67,2.187189196555766
2842,male,foreperson,49,0,10.8125,2,Republican,1768,38553,775,-3.1020877691681727
2842,male,layperson,49,0,10.8125,2,Republican,3829,15822,219,-1.4325442721395467
2842,female,salesperson,49,0,10.8125,2,Republican,14830,45858,2553,-1.1830749044774842
2842,female,police officer,49,1,10.8125,2,Republican,540418,106944,7577,1.551584701900588
2842,female,crewmember,49,1,10.8125,2,Republican,2262,3593,5,-0.46412875783441265
2842,male,businessperson,49,0,10.8125,2,Republican,6653,326423,42745,-4.016183944223057
2842,male,flight attendant,49,1,10.8125,2,Republican,42113,47553,4895,-0.21946572093989578
2842,female,stunt double,49,0,10.8125,2,Republican,4895,7809,1214,-0.6115625970298899
2842,male,congressperson,49,0,10.8125,2,Republican,1150,134553,48088,-5.067760535083254
2842,female,meteorologist,49,0,10.8125,2,Republican,86259,9614,67,2.187189196555766
2842,female,anchor,49,0,10.8125,2,Republican,26764,5817,517,1.4411257528041224
2842,male,firefighter,49,1,10.8125,2,Republican,100643,15598,75,1.8596401150568989
2842,female,craftsperson,49,0,10.8125,2,Republican,961,16604,355,-2.870579536373108
2842,female,camera operator,49,0,10.8125,2,Republican,4258,23906,478,-1.745127613032948
2810,female,crewmember,22,1,42.875,4,Democrat,2262,3593,5,-0.46412875783441265
2810,female,salesperson,22,1,42.875,4,Democrat,14830,45858,2553,-1.1830749044774842
2810,male,stunt double,22,1,42.875,4,Democrat,4895,7809,1214,-0.6115625970298899
2810,female,camera operator,22,0,42.875,4,Democrat,4258,23906,478,-1.745127613032948
2810,male,congressperson,22,0,42.875,4,Democrat,1150,134553,48088,-5.067760535083254
2810,male,foreperson,22,0,42.875,4,Democrat,1768,38553,775,-3.1020877691681727
2810,male,police officer,22,1,42.875,4,Democrat,540418,106944,7577,1.551584701900588
2810,male,businessperson,22,0,42.875,4,Democrat,6653,326423,42745,-4.016183944223057
2810,female,flight attendant,22,1,42.875,4,Democrat,42113,47553,4895,-0.21946572093989578
2810,male,layperson,22,0,42.875,4,Democrat,3829,15822,219,-1.4325442721395467
2810,female,craftsperson,22,0,42.875,4,Democrat,961,16604,355,-2.870579536373108
2810,female,firefighter,22,1,42.875,4,Democrat,100643,15598,75,1.8596401150568989
2810,female,meteorologist,22,1,42.875,4,Democrat,86259,9614,67,2.187189196555766
2810,male,anchor,22,1,42.875,4,Democrat,26764,5817,517,1.4411257528041224
2831,male,meteorologist,20,1,23.612499999999997,2,Republican,86259,9614,67,2.187189196555766
2831,male,camera operator,20,1,23.612499999999997,2,Republican,4258,23906,478,-1.745127613032948
2831,female,anchor,20,1,23.612499999999997,2,Republican,26764,5817,517,1.4411257528041224
2831,female,stunt double,20,0,23.612499999999997,2,Republican,4895,7809,1214,-0.6115625970298899
2831,male,businessperson,20,0,23.612499999999997,2,Republican,6653,326423,42745,-4.016183944223057
2831,male,layperson,20,0,23.612499999999997,2,Republican,3829,15822,219,-1.4325442721395467
2831,female,salesperson,20,0,23.612499999999997,2,Republican,14830,45858,2553,-1.1830749044774842
2831,male,crewmember,20,1,23.612499999999997,2,Republican,2262,3593,5,-0.46412875783441265
2831,female,police officer,20,1,23.612499999999997,2,Republican,540418,106944,7577,1.551584701900588
2831,male,congressperson,20,0,23.612499999999997,2,Republican,1150,134553,48088,-5.067760535083254
2831,female,foreperson,20,0,23.612499999999997,2,Republican,1768,38553,775,-3.1020877691681727
2831,female,craftsperson,20,1,23.612499999999997,2,Republican,961,16604,355,-2.870579536373108
2831,male,flight attendant,20,0,23.612499999999997,2,Republican,42113,47553,4895,-0.21946572093989578
2831,male,firefighter,20,1,23.612499999999997,2,Republican,100643,15598,75,1.8596401150568989
2838,female,crewmember,22,1,38.7875,2,Republican,2262,3593,5,-0.46412875783441265
2838,male,anchor,22,0,38.7875,2,Republican,26764,5817,517,1.4411257528041224
2838,female,craftsperson,22,0,38.7875,2,Republican,961,16604,355,-2.870579536373108
2838,male,salesperson,22,0,38.7875,2,Republican,14830,45858,2553,-1.1830749044774842
2838,female,camera operator,22,1,38.7875,2,Republican,4258,23906,478,-1.745127613032948
2838,male,police officer,22,0,38.7875,2,Republican,540418,106944,7577,1.551584701900588
2838,male,businessperson,22,0,38.7875,2,Republican,6653,326423,42745,-4.016183944223057
2838,female,meteorologist,22,1,38.7875,2,Republican,86259,9614,67,2.187189196555766
2838,female,congressperson,22,0,38.7875,2,Republican,1150,134553,48088,-5.067760535083254
2838,male,firefighter,22,0,38.7875,2,Republican,100643,15598,75,1.8596401150568989
2838,male,flight attendant,22,1,38.7875,2,Republican,42113,47553,4895,-0.21946572093989578
2838,male,foreperson,22,0,38.7875,2,Republican,1768,38553,775,-3.1020877691681727
2838,female,stunt double,22,1,38.7875,2,Republican,4895,7809,1214,-0.6115625970298899
2838,female,layperson,22,0,38.7875,2,Republican,3829,15822,219,-1.4325442721395467
2834,male,foreperson,NA,0,19.225,2,Republican,1768,38553,775,-3.1020877691681727
2834,male,salesperson,NA,0,19.225,2,Republican,14830,45858,2553,-1.1830749044774842
2834,male,flight attendant,NA,1,19.225,2,Republican,42113,47553,4895,-0.21946572093989578
2834,male,businessperson,NA,0,19.225,2,Republican,6653,326423,42745,-4.016183944223057
2834,female,police officer,NA,0,19.225,2,Republican,540418,106944,7577,1.551584701900588
2834,female,layperson,NA,0,19.225,2,Republican,3829,15822,219,-1.4325442721395467
2834,male,camera operator,NA,0,19.225,2,Republican,4258,23906,478,-1.745127613032948
2834,female,anchor,NA,0,19.225,2,Republican,26764,5817,517,1.4411257528041224
2834,male,firefighter,NA,0,19.225,2,Republican,100643,15598,75,1.8596401150568989
2834,female,congressperson,NA,0,19.225,2,Republican,1150,134553,48088,-5.067760535083254
2834,female,stunt double,NA,0,19.225,2,Republican,4895,7809,1214,-0.6115625970298899
2834,male,meteorologist,NA,0,19.225,2,Republican,86259,9614,67,2.187189196555766
2834,male,crewmember,NA,1,19.225,2,Republican,2262,3593,5,-0.46412875783441265
2834,female,craftsperson,NA,0,19.225,2,Republican,961,16604,355,-2.870579536373108
2825,male,congressperson,23,0,31.375,3,Independent,1150,134553,48088,-5.067760535083254
2825,male,police officer,23,1,31.375,3,Independent,540418,106944,7577,1.551584701900588
2825,male,meteorologist,23,1,31.375,3,Independent,86259,9614,67,2.187189196555766
2825,female,stunt double,23,1,31.375,3,Independent,4895,7809,1214,-0.6115625970298899
2825,female,layperson,23,1,31.375,3,Independent,3829,15822,219,-1.4325442721395467
2825,female,firefighter,23,1,31.375,3,Independent,100643,15598,75,1.8596401150568989
2825,female,foreperson,23,1,31.375,3,Independent,1768,38553,775,-3.1020877691681727
2825,female,crewmember,23,1,31.375,3,Independent,2262,3593,5,-0.46412875783441265
2825,female,businessperson,23,1,31.375,3,Independent,6653,326423,42745,-4.016183944223057
2825,male,salesperson,23,0,31.375,3,Independent,14830,45858,2553,-1.1830749044774842
2825,male,anchor,23,1,31.375,3,Independent,26764,5817,517,1.4411257528041224
2825,male,camera operator,23,0,31.375,3,Independent,4258,23906,478,-1.745127613032948
2825,male,flight attendant,23,1,31.375,3,Independent,42113,47553,4895,-0.21946572093989578
2825,male,craftsperson,23,0,31.375,3,Independent,961,16604,355,-2.870579536373108
2856,male,anchor,25,0,47.75,2,Republican,26764,5817,517,1.4411257528041224
2856,male,businessperson,25,0,47.75,2,Republican,6653,326423,42745,-4.016183944223057
2856,female,foreperson,25,0,47.75,2,Republican,1768,38553,775,-3.1020877691681727
2856,female,salesperson,25,0,47.75,2,Republican,14830,45858,2553,-1.1830749044774842
2856,female,flight attendant,25,0,47.75,2,Republican,42113,47553,4895,-0.21946572093989578
2856,male,stunt double,25,0,47.75,2,Republican,4895,7809,1214,-0.6115625970298899
2856,male,congressperson,25,0,47.75,2,Republican,1150,134553,48088,-5.067760535083254
2856,male,craftsperson,25,0,47.75,2,Republican,961,16604,355,-2.870579536373108
2856,female,police officer,25,0,47.75,2,Republican,540418,106944,7577,1.551584701900588
2856,male,meteorologist,25,1,47.75,2,Republican,86259,9614,67,2.187189196555766
2856,female,layperson,25,0,47.75,2,Republican,3829,15822,219,-1.4325442721395467
2856,female,camera operator,25,1,47.75,2,Republican,4258,23906,478,-1.745127613032948
2856,female,firefighter,25,1,47.75,2,Republican,100643,15598,75,1.8596401150568989
2856,male,crewmember,25,0,47.75,2,Republican,2262,3593,5,-0.46412875783441265
2849,male,meteorologist,31,1,31.762500000000003,3,Independent,86259,9614,67,2.187189196555766
2849,male,craftsperson,31,0,31.762500000000003,3,Independent,961,16604,355,-2.870579536373108
2849,female,police officer,31,1,31.762500000000003,3,Independent,540418,106944,7577,1.551584701900588
2849,male,flight attendant,31,1,31.762500000000003,3,Independent,42113,47553,4895,-0.21946572093989578
2849,female,camera operator,31,1,31.762500000000003,3,Independent,4258,23906,478,-1.745127613032948
2849,female,foreperson,31,0,31.762500000000003,3,Independent,1768,38553,775,-3.1020877691681727
2849,female,congressperson,31,0,31.762500000000003,3,Independent,1150,134553,48088,-5.067760535083254
2849,female,firefighter,31,1,31.762500000000003,3,Independent,100643,15598,75,1.8596401150568989
2849,male,anchor,31,1,31.762500000000003,3,Independent,26764,5817,517,1.4411257528041224
2849,female,layperson,31,1,31.762500000000003,3,Independent,3829,15822,219,-1.4325442721395467
2849,female,businessperson,31,0,31.762500000000003,3,Independent,6653,326423,42745,-4.016183944223057
2849,female,salesperson,31,1,31.762500000000003,3,Independent,14830,45858,2553,-1.1830749044774842
2849,male,crewmember,31,0,31.762500000000003,3,Independent,2262,3593,5,-0.46412875783441265
2849,male,stunt double,31,0,31.762500000000003,3,Independent,4895,7809,1214,-0.6115625970298899
2824,female,congressperson,65,0,34.3,3,Independent,1150,134553,48088,-5.067760535083254
2824,male,firefighter,65,0,34.3,3,Independent,100643,15598,75,1.8596401150568989
2824,male,craftsperson,65,0,34.3,3,Independent,961,16604,355,-2.870579536373108
2824,female,layperson,65,0,34.3,3,Independent,3829,15822,219,-1.4325442721395467
2824,male,anchor,65,0,34.3,3,Independent,26764,5817,517,1.4411257528041224
2824,male,police officer,65,0,34.3,3,Independent,540418,106944,7577,1.551584701900588
2824,female,salesperson,65,0,34.3,3,Independent,14830,45858,2553,-1.1830749044774842
2824,female,businessperson,65,0,34.3,3,Independent,6653,326423,42745,-4.016183944223057
2824,male,camera operator,65,0,34.3,3,Independent,4258,23906,478,-1.745127613032948
2824,male,stunt double,65,0,34.3,3,Independent,4895,7809,1214,-0.6115625970298899
2824,female,foreperson,65,0,34.3,3,Independent,1768,38553,775,-3.1020877691681727
2824,male,meteorologist,65,0,34.3,3,Independent,86259,9614,67,2.187189196555766
2824,male,flight attendant,65,1,34.3,3,Independent,42113,47553,4895,-0.21946572093989578
2824,male,crewmember,65,1,34.3,3,Independent,2262,3593,5,-0.46412875783441265
2811,female,police officer,20,1,24.725,2,Republican,540418,106944,7577,1.551584701900588
2811,female,layperson,20,0,24.725,2,Republican,3829,15822,219,-1.4325442721395467
2811,female,congressperson,20,0,24.725,2,Republican,1150,134553,48088,-5.067760535083254
2811,female,stunt double,20,0,24.725,2,Republican,4895,7809,1214,-0.6115625970298899
2811,male,salesperson,20,1,24.725,2,Republican,14830,45858,2553,-1.1830749044774842
2811,male,meteorologist,20,0,24.725,2,Republican,86259,9614,67,2.187189196555766
2811,female,flight attendant,20,0,24.725,2,Republican,42113,47553,4895,-0.21946572093989578
2811,male,firefighter,20,1,24.725,2,Republican,100643,15598,75,1.8596401150568989
2811,male,craftsperson,20,0,24.725,2,Republican,961,16604,355,-2.870579536373108
2811,male,anchor,20,1,24.725,2,Republican,26764,5817,517,1.4411257528041224
2811,female,foreperson,20,0,24.725,2,Republican,1768,38553,775,-3.1020877691681727
2811,female,camera operator,20,0,24.725,2,Republican,4258,23906,478,-1.745127613032948
2811,male,businessperson,20,0,24.725,2,Republican,6653,326423,42745,-4.016183944223057
2811,female,crewmember,20,1,24.725,2,Republican,2262,3593,5,-0.46412875783441265
2858,female,police officer,18,1,25.8125,2,Republican,540418,106944,7577,1.551584701900588
2858,female,stunt double,18,0,25.8125,2,Republican,4895,7809,1214,-0.6115625970298899
2858,female,firefighter,18,0,25.8125,2,Republican,100643,15598,75,1.8596401150568989
2858,female,layperson,18,0,25.8125,2,Republican,3829,15822,219,-1.4325442721395467
2858,male,congressperson,18,0,25.8125,2,Republican,1150,134553,48088,-5.067760535083254
2858,male,crewmember,18,0,25.8125,2,Republican,2262,3593,5,-0.46412875783441265
2858,male,craftsperson,18,0,25.8125,2,Republican,961,16604,355,-2.870579536373108
2858,male,flight attendant,18,0,25.8125,2,Republican,42113,47553,4895,-0.21946572093989578
2858,male,meteorologist,18,1,25.8125,2,Republican,86259,9614,67,2.187189196555766
2858,male,camera operator,18,0,25.8125,2,Republican,4258,23906,478,-1.745127613032948
2858,female,salesperson,18,0,25.8125,2,Republican,14830,45858,2553,-1.1830749044774842
2858,male,businessperson,18,0,25.8125,2,Republican,6653,326423,42745,-4.016183944223057
2858,male,foreperson,18,0,25.8125,2,Republican,1768,38553,775,-3.1020877691681727
2858,female,anchor,18,0,25.8125,2,Republican,26764,5817,517,1.4411257528041224
2821,female,meteorologist,21,1,26.737499999999997,2,Republican,86259,9614,67,2.187189196555766
2821,female,layperson,21,0,26.737499999999997,2,Republican,3829,15822,219,-1.4325442721395467
2821,male,anchor,21,0,26.737499999999997,2,Republican,26764,5817,517,1.4411257528041224
2821,female,salesperson,21,0,26.737499999999997,2,Republican,14830,45858,2553,-1.1830749044774842
2821,male,stunt double,21,0,26.737499999999997,2,Republican,4895,7809,1214,-0.6115625970298899
2821,male,businessperson,21,0,26.737499999999997,2,Republican,6653,326423,42745,-4.016183944223057
2821,male,firefighter,21,1,26.737499999999997,2,Republican,100643,15598,75,1.8596401150568989
2821,female,crewmember,21,1,26.737499999999997,2,Republican,2262,3593,5,-0.46412875783441265
2821,male,congressperson,21,0,26.737499999999997,2,Republican,1150,134553,48088,-5.067760535083254
2821,female,camera operator,21,0,26.737499999999997,2,Republican,4258,23906,478,-1.745127613032948
2821,male,flight attendant,21,0,26.737499999999997,2,Republican,42113,47553,4895,-0.21946572093989578
2821,male,craftsperson,21,0,26.737499999999997,2,Republican,961,16604,355,-2.870579536373108
2821,female,police officer,21,1,26.737499999999997,2,Republican,540418,106944,7577,1.551584701900588
2821,female,foreperson,21,0,26.737499999999997,2,Republican,1768,38553,775,-3.1020877691681727
2822,female,police officer,30,0,26.325000000000003,2,Republican,540418,106944,7577,1.551584701900588
2822,female,congressperson,30,1,26.325000000000003,2,Republican,1150,134553,48088,-5.067760535083254
2822,male,salesperson,30,1,26.325000000000003,2,Republican,14830,45858,2553,-1.1830749044774842
2822,male,craftsperson,30,0,26.325000000000003,2,Republican,961,16604,355,-2.870579536373108
2822,male,stunt double,30,0,26.325000000000003,2,Republican,4895,7809,1214,-0.6115625970298899
2822,male,meteorologist,30,1,26.325000000000003,2,Republican,86259,9614,67,2.187189196555766
2822,female,crewmember,30,1,26.325000000000003,2,Republican,2262,3593,5,-0.46412875783441265
2822,female,anchor,30,1,26.325000000000003,2,Republican,26764,5817,517,1.4411257528041224
2822,male,businessperson,30,0,26.325000000000003,2,Republican,6653,326423,42745,-4.016183944223057
2822,female,camera operator,30,0,26.325000000000003,2,Republican,4258,23906,478,-1.745127613032948
2822,male,firefighter,30,1,26.325000000000003,2,Republican,100643,15598,75,1.8596401150568989
2822,male,flight attendant,30,1,26.325000000000003,2,Republican,42113,47553,4895,-0.21946572093989578
2822,male,layperson,30,1,26.325000000000003,2,Republican,3829,15822,219,-1.4325442721395467
2822,female,foreperson,30,1,26.325000000000003,2,Republican,1768,38553,775,-3.1020877691681727
2808,male,craftsperson,23,0,54.55,2,Republican,961,16604,355,-2.870579536373108
2808,female,salesperson,23,0,54.55,2,Republican,14830,45858,2553,-1.1830749044774842
2808,female,anchor,23,0,54.55,2,Republican,26764,5817,517,1.4411257528041224
2808,male,firefighter,23,1,54.55,2,Republican,100643,15598,75,1.8596401150568989
2808,female,crewmember,23,0,54.55,2,Republican,2262,3593,5,-0.46412875783441265
2808,male,businessperson,23,0,54.55,2,Republican,6653,326423,42745,-4.016183944223057
2808,female,flight attendant,23,0,54.55,2,Republican,42113,47553,4895,-0.21946572093989578
2808,male,meteorologist,23,1,54.55,2,Republican,86259,9614,67,2.187189196555766
2808,male,congressperson,23,1,54.55,2,Republican,1150,134553,48088,-5.067760535083254
2808,female,camera operator,23,0,54.55,2,Republican,4258,23906,478,-1.745127613032948
2808,female,foreperson,23,0,54.55,2,Republican,1768,38553,775,-3.1020877691681727
2808,male,stunt double,23,0,54.55,2,Republican,4895,7809,1214,-0.6115625970298899
2808,male,police officer,23,0,54.55,2,Republican,540418,106944,7577,1.551584701900588
2808,female,layperson,23,0,54.55,2,Republican,3829,15822,219,-1.4325442721395467
2812,male,stunt double,32,0,56.0125,5,Democrat,4895,7809,1214,-0.6115625970298899
2812,female,crewmember,32,0,56.0125,5,Democrat,2262,3593,5,-0.46412875783441265
2812,male,police officer,32,0,56.0125,5,Democrat,540418,106944,7577,1.551584701900588
2812,male,firefighter,32,0,56.0125,5,Democrat,100643,15598,75,1.8596401150568989
2812,female,craftsperson,32,0,56.0125,5,Democrat,961,16604,355,-2.870579536373108
2812,male,businessperson,32,0,56.0125,5,Democrat,6653,326423,42745,-4.016183944223057
2812,female,anchor,32,0,56.0125,5,Democrat,26764,5817,517,1.4411257528041224
2812,male,congressperson,32,0,56.0125,5,Democrat,1150,134553,48088,-5.067760535083254
2812,male,camera operator,32,0,56.0125,5,Democrat,4258,23906,478,-1.745127613032948
2812,female,layperson,32,0,56.0125,5,Democrat,3829,15822,219,-1.4325442721395467
2812,female,flight attendant,32,0,56.0125,5,Democrat,42113,47553,4895,-0.21946572093989578
2812,female,salesperson,32,1,56.0125,5,Democrat,14830,45858,2553,-1.1830749044774842
2812,male,foreperson,32,0,56.0125,5,Democrat,1768,38553,775,-3.1020877691681727
2812,male,meteorologist,32,1,56.0125,5,Democrat,86259,9614,67,2.187189196555766
2846,female,crewmember,58,1,21.6,3,Independent,2262,3593,5,-0.46412875783441265
2846,female,foreperson,58,1,21.6,3,Independent,1768,38553,775,-3.1020877691681727
2846,female,police officer,58,1,21.6,3,Independent,540418,106944,7577,1.551584701900588
2846,male,anchor,58,1,21.6,3,Independent,26764,5817,517,1.4411257528041224
2846,male,businessperson,58,0,21.6,3,Independent,6653,326423,42745,-4.016183944223057
2846,male,congressperson,58,1,21.6,3,Independent,1150,134553,48088,-5.067760535083254
2846,female,flight attendant,58,1,21.6,3,Independent,42113,47553,4895,-0.21946572093989578
2846,male,salesperson,58,1,21.6,3,Independent,14830,45858,2553,-1.1830749044774842
2846,male,firefighter,58,1,21.6,3,Independent,100643,15598,75,1.8596401150568989
2846,female,stunt double,58,1,21.6,3,Independent,4895,7809,1214,-0.6115625970298899
2846,female,camera operator,58,1,21.6,3,Independent,4258,23906,478,-1.745127613032948
2846,male,craftsperson,58,0,21.6,3,Independent,961,16604,355,-2.870579536373108
2846,male,layperson,58,1,21.6,3,Independent,3829,15822,219,-1.4325442721395467
2846,female,meteorologist,58,1,21.6,3,Independent,86259,9614,67,2.187189196555766
2833,male,foreperson,24,0,46.7625,1,Republican,1768,38553,775,-3.1020877691681727
2833,female,craftsperson,24,0,46.7625,1,Republican,961,16604,355,-2.870579536373108
2833,female,stunt double,24,0,46.7625,1,Republican,4895,7809,1214,-0.6115625970298899
2833,female,anchor,24,1,46.7625,1,Republican,26764,5817,517,1.4411257528041224
2833,male,police officer,24,0,46.7625,1,Republican,540418,106944,7577,1.551584701900588
2833,male,meteorologist,24,0,46.7625,1,Republican,86259,9614,67,2.187189196555766
2833,male,camera operator,24,0,46.7625,1,Republican,4258,23906,478,-1.745127613032948
2833,male,salesperson,24,0,46.7625,1,Republican,14830,45858,2553,-1.1830749044774842
2833,male,businessperson,24,0,46.7625,1,Republican,6653,326423,42745,-4.016183944223057
2833,female,layperson,24,0,46.7625,1,Republican,3829,15822,219,-1.4325442721395467
2833,female,congressperson,24,0,46.7625,1,Republican,1150,134553,48088,-5.067760535083254
2833,female,flight attendant,24,1,46.7625,1,Republican,42113,47553,4895,-0.21946572093989578
2833,male,crewmember,24,0,46.7625,1,Republican,2262,3593,5,-0.46412875783441265
2833,female,firefighter,24,1,46.7625,1,Republican,100643,15598,75,1.8596401150568989
2841,female,police officer,24,1,5.350000000000001,2,Republican,540418,106944,7577,1.551584701900588
2841,female,meteorologist,24,1,5.350000000000001,2,Republican,86259,9614,67,2.187189196555766
2841,female,foreperson,24,0,5.350000000000001,2,Republican,1768,38553,775,-3.1020877691681727
2841,male,layperson,24,0,5.350000000000001,2,Republican,3829,15822,219,-1.4325442721395467
2841,male,flight attendant,24,1,5.350000000000001,2,Republican,42113,47553,4895,-0.21946572093989578
2841,male,congressperson,24,0,5.350000000000001,2,Republican,1150,134553,48088,-5.067760535083254
2841,female,anchor,24,1,5.350000000000001,2,Republican,26764,5817,517,1.4411257528041224
2841,male,businessperson,24,0,5.350000000000001,2,Republican,6653,326423,42745,-4.016183944223057
2841,female,firefighter,24,0,5.350000000000001,2,Republican,100643,15598,75,1.8596401150568989
2841,male,camera operator,24,0,5.350000000000001,2,Republican,4258,23906,478,-1.745127613032948
2841,female,salesperson,24,0,5.350000000000001,2,Republican,14830,45858,2553,-1.1830749044774842
2841,male,craftsperson,24,0,5.350000000000001,2,Republican,961,16604,355,-2.870579536373108
2841,female,crewmember,24,0,5.350000000000001,2,Republican,2262,3593,5,-0.46412875783441265
2841,male,stunt double,24,1,5.350000000000001,2,Republican,4895,7809,1214,-0.6115625970298899
2778,male,firefighter,18,1,54.7125,1,Republican,100643,15598,75,1.8596401150568989
2778,female,police officer,18,1,54.7125,1,Republican,540418,106944,7577,1.551584701900588
2778,male,camera operator,18,0,54.7125,1,Republican,4258,23906,478,-1.745127613032948
2778,female,anchor,18,1,54.7125,1,Republican,26764,5817,517,1.4411257528041224
2778,female,meteorologist,18,1,54.7125,1,Republican,86259,9614,67,2.187189196555766
2778,female,flight attendant,18,1,54.7125,1,Republican,42113,47553,4895,-0.21946572093989578
